Image,Code,Rotation
228,1,0.002711089129635157
229,1,0.029006386184171267
230,1,0.008035843368636856
231,1,0.004578420556837904
232,1,0.020153985712536435
233,1,0.006533582288992977
234,1,0.0018896764895269885
235,1,0.009619815559085072
236,1,0.002752989848214236
237,1,0.007602243227957405
238,1,0.0027529893248672897
239,1,0.00457842123165587
240,1,0.0022566520042396395
241,1,0.00360649413401391
242,1,0.004578421360476195
243,1,0.06363007022926019
244,1,0.008687609015118473
245,1,0.008687609015118473
246,1,0.0024372258806187146
247,1,0.017693540408712485
248,1,0.007752846654873643
249,1,0.04471893770907956
250,1,0.005644977152935572
251,1,0.0014174794589629604
252,1,0.023896430803115706
253,1,0.004000967605446159
254,1,0.06363006263110908
255,1,0.0024372273574377098
256,1,0.002829745071896894
257,1,0.013585261605280105
258,1,0.002829745071896894
259,1,0.005501655026600968
260,1,0.010189366947194141
261,1,0.06363007270464917
262,1,0.0027110910795123963
263,1,0.030405839102562688
264,1,0.02389642794865182
265,1,0.004578423513737698
266,1,0.009150942524228071
267,1,0.020153980896826885
268,1,0.0018896777766042462
269,1,0.005644977229035792
270,1,0.009619807395977209
271,1,0.007602246631029454
272,1,0.0027110910795123963
273,1,0.047431472155539604
274,1,0.008687613555292462
275,1,0.005644978727200409
276,1,0.020153980896826885
277,1,0.020153980896826885
278,1,0.002829745071896894
279,1,0.019630675821497003
280,1,0.004578424188549303
281,1,0.02389642794865182
282,1,0.019630675821497003
283,1,0.002829745071896894
284,1,0.004578422838926093
285,1,0.0012737278253203736
286,1,0.04223501616051331
287,1,0.002829744541302527
288,1,0.030405839102562688
289,1,0.004578423513737698
290,1,0.020153980896826885
291,1,0.0027110905602059027
292,1,0.01358525998400017
293,1,0.00760224572470627
294,1,0.001417479853186773
295,1,0.01358525998400017
296,1,0.0027110910795123963
297,1,0.01358525998400017
298,1,0.0014174800409442055
299,1,0.01358525998400017
300,1,0.005793133905758792
301,1,0.030405839102562688
302,1,0.030405839102562688
303,1,0.007752847486864641
304,1,0.01358525998400017
305,1,0.01358525998400017
306,1,0.0036064962682629768
307,1,0.0018012232071473852
308,1,0.04223501112233099
309,1,0.01358525998400017
310,1,0.003606496867128661
311,1,0.0024372270668438765
312,1,0.010076313225424575
313,1,0.002829745071896894
314,1,0.007602246631029454
315,1,0.004000968236142799
316,1,0.007752846654873643
317,1,0.0024372268651668316
318,1,0.002829744541302527
319,1,0.04471893234409952
320,1,0.047431472155539604
321,1,0.030405839102562688
322,1,0.004578424188549303
323,1,0.010189366947194141
324,1,0.0027529912849070487
325,1,0.0027529912849070487
326,1,0.009150942524228071
327,1,0.0024372265745666367
328,1,0.004578424188549303
329,1,0.02389642794865182
330,1,0.030405839102562688
331,1,0.010076313225424575
332,1,0.009619809352223238
333,1,0.047431472155539604
334,1,0.0014174794776719087
335,1,0.04471894082932938
336,1,0.002829744541302527
337,1,0.047431472155539604
338,1,0.030405839102562688
339,1,0.009619811308475631
340,1,0.005644977229035792
341,1,0.030405839102562688
342,1,0.004578422838926093
343,1,0.002829744541302527
344,1,0.07417926211315762
345,1,0.002752990566560642
346,1,0.002752990566560642
347,1,0.005501653463948893
348,1,0.006533583149007474
349,1,0.005793136117639236
350,1,0.003606495500571285
351,1,0.0056449764799503
352,1,0.0014174796654293409
353,1,0.002711091598812529
354,1,0.004578423513737698
355,1,0.04223501616051331
356,1,0.003606495500571285
357,1,0.0035523712412298576
358,1,0.009619812455654153
359,1,0.017693540408712485
360,1,0.0035523712412298576
361,1,0.00760224489245877
362,1,0.0018012238461800791
363,1,0.0040009688668394385
364,1,0.023896427714889878
365,1,0.013585260900103235
366,1,0.005501654203468055
367,1,0.020153980468015788
368,1,0.0012737285123061994
369,1,0.008687610873774608
370,1,0.0014174796467203927
371,1,0.013585259278829661
372,1,0.005793136117639236
373,1,0.04471893234409952
374,1,0.003606496698302653
375,1,0.009150941707213507
376,1,0.005501654203468055
377,1,0.008687610873774608
378,1,0.002829744878805433
379,1,0.04471893770907956
380,1,0.010076314428491545
381,1,0.009619812455654153
382,1,0.0014174796467203927
383,1,0.0035523712412298576
384,1,0.008035840621031333
385,1,0.04471893770907956
386,1,0.0035523712412298576
387,1,0.009619812455654153
388,1,0.002256653630610789
389,1,0.020153983304684844
390,1,0.005644977152935572
391,1,0.05463499071134027
392,1,0.05463499071134027
393,1,0.019630680985589816
394,1,0.04223500796107646
395,1,0.002829745071896894
396,1,0.002829745602491261
397,1,0.0012737285384260754
398,1,0.0029069844931770374
399,1,0.003606496698302653
400,1,0.019630680985589816
401,1,0.008035840621031333
402,1,0.007602245798775591
403,1,0.002829744878805433
404,1,0.002798476582016502
405,1,0.0035523712412298576
406,1,0.001801224270091974
407,1,0.004578423513737698
408,1,0.004578423513737698
409,1,0.01276009882844289
410,1,0.004578423513737698
411,1,0.017693540952032013
412,1,0.002711091598812529
413,1,0.01963067863151941
414,1,0.04471893234409952
415,1,0.0056449779781149205
416,1,0.029006379223526557
417,1,0.005501655026600968
418,1,0.0027110910795123963
419,1,0.013585257657549726
420,1,0.010076314026907125
421,1,0.003552370393220652
422,1,0.01358526068917704
423,1,0.063630067581887
424,1,0.009150943341248996
425,1,0.001801223839837654
426,1,0.004000969804871462
427,1,0.007602246556960134
428,1,0.0028297459886805452
429,1,0.003552370393220652
430,1,0.005793135494194461
431,1,0.006533584009021971
432,1,0.004578423096573104
433,1,0.042235014283579154
434,1,0.01358526068917704
435,1,0.009150943341248996
436,1,0.007602246556960134
437,1,0.005644978130308997
438,1,0.004578424446196315
439,1,0.008687613342378846
440,1,0.007602246556960134
441,1,0.008687613342378846
442,1,0.010189368544393987
443,1,0.010189368544393987
444,1,0.008035839533612855
445,1,0.005501655933353996
446,1,0.00915094224959491
447,1,0.010189366530138782
448,1,0.063630067581887
449,1,0.006533584009021971
450,1,0.009150943341248996
451,1,0.0028297454580861786
452,1,0.023896425327956248
453,1,0.04031223848085688
454,1,0.10203991284961919
455,1,0.11698580947340632
456,1,0.021991080598578853
457,1,0.018693777320290837
458,1,0.0037833515855444496
459,1,0.10967798742860642
460,1,0.005352465442463366
461,1,0.011957547570642445
462,1,0.012908199319090909
463,1,0.018693773983665677
464,1,0.005352467120804986
465,1,0.09664238929194174
466,1,0.0026933130429848576
467,1,0.01145285371883095
468,1,0.003783350847096303
469,1,0.011957550042859666
470,1,0.10203989938391246
471,1,0.05493102298736061
472,1,0.02199107028046754
473,1,0.005352467807915129
474,1,0.07549738338385713
475,1,0.012663527792275005
476,1,0.005352465442463366
477,1,0.018693777320290837
478,1,0.027909221831216677
479,1,0.0016089309910015883
480,1,0.012908199672363696
481,1,0.11698579610493653
482,1,0.0016089309910015883
483,1,0.018693777320290837
484,1,0.012750091374245733
485,1,0.018459129690667545
486,1,0.0037833515855444496
487,1,0.012908199672363696
488,1,0.03274160692568168
489,1,0.004529777080393418
490,1,0.0757031314475932
491,1,0.011957550847316348
492,1,0.02199107360746544
493,1,0.005352466129567148
494,1,0.07570314310999497
495,1,0.0037833523239925964
496,1,0.001608930157508089
497,1,0.01742909254467783
498,1,0.0037833515855444496
499,1,0.005352465442463366
500,1,0.07570314158570995
501,1,0.011938952866857994
502,1,0.018693773983665677
503,1,0.021991077271580957
504,1,0.005352465442463366
505,1,0.09664238966360852
506,1,0.017429089212068264
507,1,0.007391183338393231
508,1,0.03274160374561647
509,1,0.018693770678987073
510,1,0.00378334861745821
511,1,0.005352462389907822
512,1,0.0016089335064116755
513,1,0.05493102298736061
514,1,0.10967800165955764
515,1,0.012750085166587485
516,1,0.09664238929194174
517,1,0.007391185260467407
518,1,0.012908196031202692
519,1,0.0754973919107924
520,1,0.011938949192575515
521,1,0.0129081956779299
522,1,0.012750084443960717
523,1,0.10203991268463865
524,1,0.011938952061682653
525,1,0.004529772634956532
526,1,0.005352463381139298
527,1,0.007391182118973096
528,1,0.012750087367142691
529,1,0.01845912955331254
530,1,0.08475779558242945
531,1,0.05493103570399863
532,1,0.0072387409110578485
533,1,0.10203992593038196
534,1,0.10967801671147662
535,1,0.11698582805755858
536,1,0.021991084936942327
537,1,0.10967798907053548
538,1,0.007391183431340386
539,1,0.0327415991588744
540,1,0.07570314715097806
541,1,0.01193894838740017
542,1,0.007391180899552961
543,1,0.01193894838740017
544,1,0.10967798907053548
545,1,0.012908194971390681
546,1,0.11698584316459773
547,1,0.0026933155920184516
548,1,0.007391180289846075
549,1,0.01145284634856975
550,1,0.07549738733417109
551,1,0.01145284634856975
552,1,0.011957539810603253
553,1,0.11698581468908874
554,1,0.0037833456636656216
555,1,0.08475779349090623
556,1,0.10681957938691694
557,1,0.012663534714273613
558,1,0.011957539810603253
559,1,0.011957539810603253
560,1,0.021991081609944424
561,1,0.01845912617148312
562,1,0.09664238780527461
563,1,0.07549738733417109
564,1,0.10681957938691694
565,1,0.01275008372134031
566,1,0.075497398912183
567,1,0.007238740295041539
568,1,0.006308448711443879
569,1,0.11698584316459773
570,1,0.018693767246522212
571,1,0.018693767246522212
572,1,0.004529771203260336
573,1,0.011957540212831594
574,1,0.001608934324975585
575,1,0.004529771919111615
576,1,0.01290819532466347
577,1,0.012750087005829308
578,1,0.002693314705521976
579,1,0.02199108127282045
580,1,0.011452850033703532
581,1,0.002693314705521976
582,1,0.005352462694035517
583,1,0.011452846774855332
584,1,0.02790923167725424
585,1,0.011957543087277155
586,1,0.018693767246522212
587,1,0.011938945518293035
588,1,0.004529771203260336
589,1,0.007238740295041539
590,1,0.021991081609944424
591,1,0.03274159102533653
592,1,0.0037833456636656216
593,1,0.0016089351584754454
594,1,0.017429079108457587
595,1,0.01869377055120081
596,1,0.011452846774855332
597,1,0.012908194971390681
598,1,0.01193894838740017
599,1,0.005352462006925373
600,1,0.007238740295041539
601,1,0.007391180899552961
602,1,0.09664238780527461
603,1,0.001608933476552496
604,1,0.012908192036775257
605,1,0.01145284960741795
606,1,0.10967798907053548
607,1,0.01193894838740017
608,1,0.04031223239526546
609,1,0.012663532163153843
610,1,0.007391183431340386
611,1,0.011957540212831594
612,1,0.011957543087277155
613,1,0.09664237523660231
614,1,0.012908192390048047
615,1,0.011452847201140912
616,1,0.102039912629643
617,1,0.017429085667869285
618,1,0.007391184041047275
619,1,0.002693314705521976
620,1,0.007238736486460707
621,1,0.003783349370206371
622,1,0.012750087367142691
623,1,0.00739118465075416
624,1,0.004529774932845942
625,1,0.01742908900047885
626,1,0.012663527060907946
627,1,0.04031223836569848
628,1,0.0063084473235894166
629,1,0.11698581295052583
630,1,0.005352463381139298
631,1,0.09664237560826909
632,1,0.0016089318095654974
633,1,0.003783349370206371
634,1,0.01145285286625979
635,1,0.0016089334914820858
636,1,0.007238736486460707
637,1,0.0063084473235894166
638,1,0.017429085773670354
639,1,0.003783349370206371
640,1,0.054931018052198965
641,1,0.0053524657465910605
642,1,0.012750090290318305
643,1,0.07549737880723581
644,1,0.0016089318095654974
645,1,0.012908198612551687
646,1,0.07549737880723581
647,1,0.017429088894677786
648,1,0.017429088894677786
649,1,0.012908198259278896
650,1,0.0016089309611424085
651,1,0.01145285243997421
652,1,0.012908197906006107
653,1,0.1096780033014931
654,1,0.011957545559500737
655,1,0.032741604112340714
656,1,0.01145284918113237
657,1,0.005352462006925373
658,1,0.005352464372377136
659,1,0.011957545559500737
660,1,0.012750089206384513
661,1,0.018693770519260605
662,1,0.01145284918113237
663,1,0.012750089206384513
664,1,0.11698582979612789
665,1,0.032741595978802836
666,1,0.10681956605779448
667,1,0.011957545157272395
668,1,0.018693770487314038
669,1,0.10203991246466886
670,1,0.012663531431786784
671,1,0.012750088845071129
672,1,0.07549738428308808
673,1,0.003783346416413783
674,1,0.012663533982906554
675,1,0.01845912607990675
676,1,0.01145284832856121
677,1,0.0072387390630025555
678,1,0.017429078896861815
679,1,0.011938947582218471
680,1,0.005352460632711449
681,1,0.003783346416413783
682,1,0.012908188395614249
683,1,0.01869376718262908
684,1,0.017429078896861815
685,1,0.03274159279873762
686,1,0.003783346416413783
687,1,0.10681957985279557
688,1,0.00452976977155778
689,1,0.01845912937017253
690,1,0.007238741583309282
691,1,0.10203992576540141
692,1,0.012663533982906554
693,1,0.0016089351435458557
694,1,0.07570315424053117
695,1,0.004529769055706501
696,1,0.012750082637406516
697,1,0.011957536131694644
698,1,0.012750082637406516
699,1,0.011452845495998589
700,1,0.012663533982906554
701,1,0.007391181602213365
702,1,0.005352462311053068
703,1,0.01275008556058213
704,1,0.027909233888545458
705,1,0.012908190976963246
706,1,0.0037833479076100915
707,1,0.07549739433556168
708,1,0.01869376384600391
709,1,0.01193894431052684
710,1,0.01869376715068251
711,1,0.012750082637406516
712,1,0.006308447844487334
713,1,0.011452845495998589
714,1,0.07570315424053117
715,1,0.10967800412245444
716,1,0.01869376715068251
717,1,0.0016089359770393545
718,1,0.032741589618666044
719,1,0.10203993906614038
720,1,0.018693763814057348
721,1,0.08475779035361826
722,1,0.07570316437865429
723,1,0.02199108561119028
724,1,0.01145284506971301
725,1,0.01742907545845754
726,1,0.10203992571041215
727,1,0.01145284223715039
728,1,0.007391178460719053
729,1,0.01145284223715039
730,1,0.004529768339855222
731,1,0.10203992571041215
732,1,0.0026933157576958387
733,1,0.03274159457213235
734,1,0.11698584664172997
735,1,0.01266353908515245
736,1,0.018459125988336746
737,1,0.02790923825874144
738,1,0.01195753532723796
739,1,0.0045297676240039445
740,1,0.07570316285436927
741,1,0.011938943505345138
742,1,0.0045297676240039445
743,1,0.02199108927531216
744,1,0.003783344939517489
745,1,0.005352459258497523
746,1,0.011938943907935989
747,1,0.018693767118742308
748,1,0.012663533617229383
749,1,0.011938946777036765
750,1,0.012663533617229383
751,1,0.001608934295122766
752,1,0.007238740967292969
753,1,0.011957538603918226
754,1,0.08475779035361826
755,1,0.007391180992500117
756,1,0.007391180992500117
757,1,0.011938946777036765
758,1,0.004529770637744633
759,1,0.011938946777036765
760,1,0.011957538603918226
761,1,0.08475779035361826
762,1,0.005352459945607666
763,1,0.011957538603918226
764,1,0.11698583153469082
765,1,0.012750082637406516
766,1,0.001608934295122766
767,1,0.012750082637406516
768,1,0.004529769055706501
769,1,0.011957536131694644
770,1,0.005352458267259686
771,1,0.017429075670053317
772,1,0.011938944713117693
773,1,0.10203991246466886
774,1,0.012750085921895516
775,1,0.017429078896861815
776,1,0.012750085921895516
777,1,0.011452845922284169
778,1,0.01869376718262908
779,1,0.004529767473674729
780,1,0.027909237153095828
781,1,0.011957539006146567
782,1,0.01742907879106711
783,1,0.10203992576540141
784,1,0.09664238706194742
785,1,0.03274159279873762
786,1,0.017429082123670312
787,1,0.006308447150556924
788,1,0.07570314410240803
789,1,0.05493102830125615
790,1,0.011957539408374908
791,1,0.01290819426485146
792,1,0.021991078282952888
793,1,0.10967798989149685
794,1,0.018693770487314038
795,1,0.012750085921895516
796,1,0.012750085921895516
797,1,0.012663534348590081
798,1,0.017429078896861815
799,1,0.0016089359919689444
800,1,0.05493102070914991
801,1,0.021991081609944424
802,1,0.0127500862832089
803,1,0.0847577812185806
804,1,0.027909228412703872
805,1,0.017429079108457587
806,1,0.012750086644515922
807,1,0.0327415991588744
808,1,0.007391180899552961
809,1,0.011957540212831594
810,1,0.0037833464021137684
811,1,0.0327415942054081
812,1,0.003783348631758224
813,1,0.012750087005829308
814,1,0.005352462694035517
815,1,0.10967798907053548
816,1,0.01869377055120081
817,1,0.006308448219989096
818,1,0.10203991257465377
819,1,0.017429082335266088
820,1,0.08475778226433903
821,1,0.10681956559190948
822,1,0.09664237523660231
823,1,0.007391183431340386
824,1,0.01193894838740017
825,1,0.007391183431340386
826,1,0.10203991257465377
827,1,0.012908194971390681
828,1,0.08475778226433903
829,1,0.10681956559190948
830,1,0.007238738390751122
831,1,0.01145284960741795
832,1,0.09664237523660231
833,1,0.003783348631758224
834,1,0.004529774216994665
835,1,0.011452850033703532
836,1,0.011938951659091802
837,1,0.10681956559190948
838,1,0.0016089309611424085
839,1,0.003783350861396317
840,1,0.027909224042507896
841,1,0.011938948789991027
842,1,0.004529774216994665
843,1,0.003783350861396317
844,1,0.007238738390751122
845,1,0.027909224042507896
846,1,0.004529771919111615
847,1,0.05493102564430521
848,1,0.10681956559190948
849,1,0.018693770583147376
850,1,0.003783348631758224
851,1,0.08475778226433903
852,1,0.01145284960741795
853,1,0.012663532163153843
854,1,0.007391183431340386
855,1,0.017429082335266088
856,1,0.012750086644515922
857,1,0.10681955226279341
858,1,0.012750086644515922
859,1,0.1020398992189319
860,1,0.005352462694035517
861,1,0.012663532163153843
862,1,0.007238735870444395
863,1,0.01742908556207458
864,1,0.07549737728169749
865,1,0.011938951256500949
866,1,0.011452846774855332
867,1,0.011957543087277155
868,1,0.005352462694035517
869,1,0.012663532163153843
870,1,0.01742908556207458
871,1,0.10967798907053548
872,1,0.012908192390048047
873,1,0.03274160233893962
874,1,0.0053524650594872795
875,1,0.03274160233893962
876,1,0.011452850033703532
877,1,0.011452850033703532
878,1,0.012908198259278896
879,1,0.012750087005829308
880,1,0.10203991257465377
881,1,0.07549737728169749
882,1,0.003783348631758224
883,1,0.007391184041047275
884,1,0.007238735870444395
885,1,0.012908198259278896
886,1,0.017429088894677786
887,1,0.017429085667869285
888,1,0.011938951659091802
889,1,0.012908198259278896
890,1,0.027909224042507896
891,1,0.01145285243997421
892,1,0.004529773501143385
893,1,0.011452846774855332
894,1,0.007238735870444395
895,1,0.01742908244106079
896,1,0.10681956559190948
897,1,0.007238735870444395
898,1,0.007391184041047275
899,1,0.0053524650594872795
900,1,0.018693773887832336
901,1,0.0053524650594872795
902,1,0.012663529246350544
903,1,0.10967798907053548
904,1,0.018693770583147376
905,1,0.11990119702659952
906,1,0.11990119702659952
907,1,0.11990119702659952
908,1,0.022521357423890147
909,1,0.1422827320789724
910,1,0.0003073829518805859
911,1,0.00471105273687273
912,1,0.1385455876102425
913,1,0.00030737553127094464
914,1,0.00030737553127094464
915,1,0.1385455876102425
916,1,0.00030737553127094464
917,1,0.035072153584627924
918,1,0.05578478414909586
919,1,0.13613137955606572
920,1,0.036777383458959916
921,1,0.13613137955606572
922,1,0.09962574748766183
923,1,0.09962574748766183
924,1,0.036777385582301335
925,1,0.004715298215457023
926,1,0.12486082540949844
927,1,0.026413043155994926
928,1,0.1385455669169046
929,1,0.16051325806290567
930,1,0.12795137658158937
931,1,0.031449750079368344
932,1,0.12486082540949844
933,1,0.022521356679749742
934,1,0.00471104940849996
935,1,0.02678816014951767
936,1,0.024552026629634037
937,1,0.017165703345746366
938,1,0.011324297688277725
939,1,0.12795139614113965
940,1,0.004715294993753152
941,1,0.01497806499914362
942,1,0.0557847721032451
943,1,0.1385455876102425
944,1,0.013542897230963321
945,1,0.004715294993753152
946,1,0.13613137955606572
947,1,0.12795136377226404
948,1,0.12486079355451336
949,1,0.1890657699661747
950,1,0.1385455669169046
951,1,0.02678815024813079
952,1,0.008244665662009886
953,1,0.057769131594446015
954,1,0.024552026629634037
955,1,0.013542900235753828
956,1,0.013542891440032007
957,1,0.01132429462135071
958,1,0.057769142647762624
959,1,0.03144974771897013
960,1,0.12486081261947926
961,1,0.004715294993753152
962,1,0.026413040590862195
963,1,0.0003073829518805859
964,1,0.004248433244411717
965,1,0.13613137955606572
966,1,0.1385455876102425
967,1,0.024552033719588667
968,1,0.12486081261947926
969,1,0.057769142647762624
970,1,0.09962574748766183
971,1,0.09962574748766183
972,1,0.1422827445591516
973,1,0.16051325806290567
974,1,0.008244665662009886
975,1,0.026413043155994926
976,1,0.02678816014951767
977,1,0.02678816014951767
978,1,0.031449750079368344
979,1,0.09962576065872514
980,1,0.09962576065872514
981,1,0.011324291305309505
982,1,0.12795137658158937
983,1,0.009672273407688605
984,1,0.013542894444822514
985,1,0.017165697136642608
986,1,0.031449742146912464
987,1,0.13613137169966147
988,1,0.12486080634452619
989,1,0.18906578093644122
990,1,0.0003073689456905203
991,1,0.13613137169966147
992,1,0.12486080634452619
993,1,0.0003073763663001615
994,1,0.18906578093644122
995,1,0.12486083819951127
996,1,0.12486080634452619
997,1,0.12486080634452619
998,1,0.11990119140011087
999,1,0.00824467711521711
1000,1,0.013874465828893635
1001,1,0.02252135519146893
1002,1,0.026413048286260378
1003,1,0.0996257577922976
1004,1,0.004715304658871125
1005,1,0.026413048286260378
1006,1,0.057769133752770346
1007,1,0.14228273575483555
1008,1,0.026413048286260378
1009,1,0.057769133752770346
1010,1,0.12486081913453898
1011,1,0.011324312524690773
1012,1,0.00030736152508724015
1013,1,0.09962574462122793
1014,1,0.004711046080120829
1015,1,0.03507214743772543
1016,1,0.03507214743772543
1017,1,0.14228272327464997
1018,1,0.16051327004817542
1019,1,0.011324306390836751
1020,1,0.12795135702204535
1021,1,0.0577691216203011
1022,1,0.00471529669784376
1023,1,0.12486081913453898
1024,1,0.03507213909188786
1025,1,0.09962572858372436
1026,1,0.008244680261198538
1027,1,0.02641305818276959
1028,1,0.16051328203343887
1029,1,0.014978064961578797
1030,1,0.03507213909188786
1031,1,0.02641305818276959
1032,1,0.004715304658871125
1033,1,0.013874460034525785
1034,1,0.009672266899940883
1035,1,0.004248423240774789
1036,1,0.0003073730735163104
1037,1,0.16051324656176363
1038,1,0.00030736565290666925
1039,1,0.02252135296729472
1040,1,0.055784775672697476
1041,1,0.02252135296729472
1042,1,0.03677737915530858
1043,1,0.013542906245347564
1044,1,0.0096722700744183
1045,1,0.03507213909188786
1046,1,0.02455202216918171
1047,1,0.014978064961578797
1048,1,0.18906575420701316
1049,1,0.12486081913453898
1050,1,0.14228273575483555
1051,1,0.03144974450731705
1052,1,0.13854555870997365
1053,1,0.18906575420701316
1054,1,0.12486081913453898
1055,1,0.14228273575483555
1056,1,0.14228273575483555
1057,1,0.004715304658871125
1058,1,0.004715304658871125
1059,1,0.1199012043732822
